anal_idx,initial_region_ratio,no_initial_region_ratio,known_cnt,pearson_r,p_value,mse,r2
1,0.8,0.6,412.0,,,0.11804455518722534,-0.1773695945739746
1,0.8,0.7,467.0,,,0.15206684172153473,-0.2059001475572586
1,0.8,0.8,523.0,,,0.21604850888252258,-0.2668285369873047
1,0.8,0.9,578.0,,,0.37071964144706726,-0.45208168029785156
1,0.8,1.0,634.0,,,1.4022103548049927,-473.58428955078125
1,0.9,0.1,145.0,,,0.029927290976047516,-0.1436680555343628
1,0.9,0.2,200.0,,,0.03327056020498276,-0.14074474573135376
1,0.9,0.3,256.0,,,0.03761811554431915,-0.13856279850006104
1,0.9,0.4,311.0,,,0.043269503861665726,-0.1373286247253418
1,0.9,0.5,367.0,,,0.05123484134674072,-0.1373085379600525
1,0.9,0.6,422.0,,,0.06282170861959457,-0.14128749072551727
1,0.9,0.7,477.0,,,0.08160649985074997,-0.1511048972606659
1,0.9,0.8,533.0,,,0.11826618015766144,-0.17687736451625824
1,0.9,0.9,588.0,,,0.2148870825767517,-0.2651386559009552
1,0.9,1.0,644.0,,,1.4052062034606934,-598.2310791015625
1,1.0,0.1,155.0,,,0.002366594271734357,-1.748905062675476
1,1.0,0.2,210.0,,,0.0023711114190518856,-1.7476574182510376
1,1.0,0.3,266.0,,,0.0023710010573267937,-1.7594103813171387
1,1.0,0.4,321.0,,,0.002370507689192891,-1.762906551361084
1,1.0,0.5,377.0,,,0.002355012809857726,-1.7589460611343384
1,1.0,0.6,432.0,,,0.002353938529267907,-1.7854347229003906
1,1.0,0.7,487.0,,,0.002349037444218993,-1.7923675775527954
1,1.0,0.8,543.0,,,0.0023256323765963316,-1.8168821334838867
1,1.0,0.9,598.0,,,0.0023300820030272007,-1.8520528078079224
1,1.0,1.0,654.0,1.0,0.0,0.0,1.0
3,0.1,0.1,65.0,0.8485192060470581,0.0,0.4168093800544739,-0.2238750010728836
3,0.1,0.2,120.0,0.8608382940292358,0.0,0.48301222920417786,-0.3154554069042206
3,0.1,0.3,176.0,0.8723861575126648,0.0,0.5514943599700928,-0.3831375241279602
3,0.1,0.4,231.0,0.8812518119812012,0.0,0.6296912431716919,-0.44636476039886475
3,0.1,0.5,287.0,0.8892702460289001,0.0,0.7283135056495667,-0.5176482200622559
3,0.1,0.6,342.0,0.8948795199394226,0.0,0.8564035296440125,-0.6144280433654785
3,0.1,0.7,397.0,0.8984546661376953,0.0,1.0368690490722656,-0.7645642161369324
3,0.1,0.8,453.0,0.8983977437019348,0.0,1.3195908069610596,-1.0603358745574951
3,0.1,0.9,508.0,0.8843655586242676,1.2249376313128718e-36,1.806764841079712,-1.900730013847351
3,0.1,1.0,564.0,0.810779869556427,3.830932533005482e-12,2.9114608764648438,-40.80695343017578
3,0.2,0.1,75.0,0.8885527849197388,0.0,0.34034663438796997,-0.08113956451416016
3,0.2,0.2,130.0,0.8941948413848877,0.0,0.40209975838661194,-0.18116936087608337
3,0.2,0.3,186.0,0.8995739817619324,0.0,0.4668731987476349,-0.258102685213089
3,0.2,0.4,241.0,0.9043251872062683,0.0,0.5402032136917114,-0.3267050087451935
3,0.2,0.5,297.0,0.9090654253959656,0.0,0.6321454644203186,-0.3990831673145294
3,0.2,0.6,352.0,0.9126201868057251,0.0,0.751406729221344,-0.49089673161506653
3,0.2,0.7,407.0,0.9147526025772095,0.0,0.9202519059181213,-0.6266650557518005
3,0.2,0.8,463.0,0.9142125844955444,0.0,1.1886407136917114,-0.887067973613739
3,0.2,0.9,518.0,0.9024924635887146,4.5630678075594024e-39,1.664473295211792,-1.6185815334320068
3,0.2,1.0,574.0,0.8541486859321594,1.979479236503389e-14,2.816385507583618,-39.52146911621094
3,0.3,0.1,85.0,0.903327465057373,0.0,0.28502488136291504,0.007557913661003113
3,0.3,0.2,140.0,0.9072990417480469,0.0,0.338860422372818,-0.08780952543020248
3,0.3,0.3,196.0,0.9111788272857666,0.0,0.396837055683136,-0.16413213312625885
3,0.3,0.4,251.0,0.914974570274353,0.0,0.46310123801231384,-0.2319379448890686
3,0.3,0.5,307.0,0.9190259575843811,0.0,0.5466330051422119,-0.3014281988143921
3,0.3,0.6,362.0,0.9221503734588623,0.0,0.655465841293335,-0.38571101427078247
3,0.3,0.7,417.0,0.924298882484436,0.0,0.8111774325370789,-0.506257176399231
3,0.3,0.8,473.0,0.9243439435958862,0.0,1.0631238222122192,-0.7321265339851379
3,0.3,0.9,528.0,0.9154531359672546,1.9585411882504193e-36,1.5251659154891968,-1.3606939315795898
3,0.3,1.0,584.0,0.8920024037361145,1.2756380560153754e-14,2.7354471683502197,-38.24574279785156
3,0.4,0.1,95.0,0.9110299944877625,0.0,0.23902928829193115,0.0713038519024849
3,0.4,0.2,150.0,0.914278507232666,0.0,0.28486788272857666,-0.01745878905057907
3,0.4,0.3,206.0,0.9178484082221985,0.0,0.3353193700313568,-0.09026224166154861
3,0.4,0.4,261.0,0.9214528799057007,0.0,0.3936184346675873,-0.15472525358200073
3,0.4,0.5,317.0,0.925281286239624,0.0,0.4676744043827057,-0.2192242443561554
3,0.4,0.6,372.0,0.9286280870437622,0.0,0.5650694370269775,-0.2951122224330902
3,0.4,0.7,427.0,0.9314409494400024,0.0,0.706209659576416,-0.40033385157585144
3,0.4,0.8,483.0,0.932758629322052,0.0,0.939287543296814,-0.5929811000823975
3,0.4,0.9,538.0,0.9269318580627441,2.241306940868206e-37,1.3837101459503174,-1.124341607093811
3,0.4,1.0,594.0,0.9166889190673828,3.210940085866809e-13,2.6659982204437256,-37.628990173339844
3,0.5,0.1,105.0,0.9145553112030029,0.0,0.19812050461769104,0.11917928606271744
3,0.5,0.2,160.0,0.9176060557365417,0.0,0.235957533121109,0.03818047046661377
3,0.5,0.3,216.0,0.9209868907928467,0.0,0.2784876525402069,-0.029663316905498505
3,0.5,0.4,271.0,0.9246240854263306,0.0,0.3281960189342499,-0.08941254764795303
3,0.5,0.5,327.0,0.928587794303894,0.0,0.3919629752635956,-0.1479761153459549
3,0.5,0.6,382.0,0.9322615265846252,0.0,0.47666019201278687,-0.2147044986486435
3,0.5,0.7,437.0,0.9357234239578247,0.0,0.6011905670166016,-0.3042517900466919
3,0.5,0.8,493.0,0.9382457733154297,0.0,0.8117465376853943,-0.4643794596195221
3,0.5,0.9,548.0,0.9351454377174377,5.0315723309279044e-40,1.2315362691879272,-0.9013932943344116
3,0.5,1.0,604.0,0.9411876797676086,2.1481332880025905e-13,2.5998003482818604,-36.723960876464844
3,0.6,0.1,115.0,0.9146191477775574,0.0,0.1601741462945938,0.157340407371521
3,0.6,0.2,170.0,0.9175706505775452,0.0,0.19052383303642273,0.08308497071266174
3,0.6,0.3,226.0,0.9209599494934082,0.0,0.22518932819366455,0.020179348066449165
3,0.6,0.4,281.0,0.9247063994407654,0.0,0.2660956084728241,-0.03459746018052101
3,0.6,0.5,337.0,0.9289422035217285,0.0,0.31902629137039185,-0.08677607774734497
3,0.6,0.6,392.0,0.9331938028335571,0.0,0.39012768864631653,-0.14426185190677643
3,0.6,0.7,447.0,0.9375049471855164,0.0,0.49625352025032043,-0.21818344295024872
3,0.6,0.8,503.0,0.9413947463035583,0.0,0.6804111003875732,-0.3465813398361206
3,0.6,0.9,558.0,0.9412763714790344,7.529060341044703e-39,1.0670537948608398,-0.692553699016571
3,0.6,1.0,614.0,0.957069456577301,4.983018934544975e-14,2.54457426071167,-36.20321273803711
3,0.7,0.1,125.0,0.9112730622291565,0.0,0.12367766350507736,0.18917211890220642
3,0.7,0.2,180.0,0.9140390157699585,0.0,0.14689341187477112,0.12032872438430786
3,0.7,0.3,236.0,0.9174087643623352,0.0,0.1736871749162674,0.06183299422264099
3,0.7,0.4,291.0,0.9212921261787415,0.0,0.205523282289505,0.01189725287258625
3,0.7,0.5,347.0,0.9258888363838196,0.0,0.24702583253383636,-0.03396022692322731
3,0.7,0.6,402.0,0.9307371377944946,0.0,0.30333372950553894,-0.08206594735383987
3,0.7,0.7,457.0,0.9360323548316956,0.0,0.3887224495410919,-0.14037662744522095
3,0.7,0.8,513.0,0.9415956735610962,0.0,0.5411760807037354,-0.23756852746009827
3,0.7,0.9,568.0,0.9447599649429321,4.330131925652538e-38,0.8810462355613708,-0.49473845958709717
3,0.7,1.0,624.0,0.9704492688179016,1.0648129079859903e-11,2.497866153717041,-35.715553283691406
3,0.8,0.1,135.0,0.905805230140686,0.0,0.08742084354162216,0.21513110399246216
3,0.8,0.2,190.0,0.9080144762992859,0.0,0.1036640852689743,0.14898613095283508
3,0.8,0.3,246.0,0.9109794497489929,0.0,0.12244249135255814,0.09310854971408844
3,0.8,0.4,301.0,0.9145880937576294,0.0,0.1447232961654663,0.047286394983530045
3,0.8,0.5,357.0,0.9192355275154114,0.0,0.1738453060388565,0.007566620595753193
3,0.8,0.6,412.0,0.9245889782905579,0.0,0.21369735896587372,-0.03128983452916145
3,0.8,0.7,467.0,0.9310811758041382,0.0,0.2750619947910309,-0.07393088191747665
3,0.8,0.8,523.0,0.9391144514083862,0.0,0.3878884017467499,-0.1397123485803604
3,0.8,0.9,578.0,0.9466087818145752,1.9309328483443355e-32,0.6577340960502625,-0.30929091572761536
3,0.8,1.0,634.0,0.9820918440818787,1.977357444449268e-10,2.445934534072876,-37.41481018066406
3,0.9,0.1,145.0,0.904157280921936,0.0,0.05138444900512695,0.24025428295135498
3,0.9,0.2,200.0,0.9041451215744019,0.0,0.06084448844194412,0.1704990714788437
3,0.9,0.3,256.0,0.9046986103057861,0.0,0.0715663954615593,0.1120973601937294
3,0.9,0.4,311.0,0.9059557914733887,0.0,0.08404882252216339,0.06669331341981888
3,0.9,0.5,367.0,0.9085960388183594,0.0,0.10011918842792511,0.030834311619400978
3,0.9,0.6,422.0,0.9125580787658691,0.0,0.12204176187515259,8.308186806971207e-05
3,0.9,0.7,477.0,0.9187158346176147,0.0,0.15597912669181824,-0.025791537016630173
3,0.9,0.8,533.0,0.9287716746330261,3.606942247172079e-42,0.2200586348772049,-0.05796508863568306
3,0.9,0.9,588.0,0.9422512054443359,8.668854610269985e-25,0.38629665970802307,-0.13623595237731934
3,0.9,1.0,644.0,0.9906070828437805,6.157149528007722e-07,2.4163894653320312,-45.35166931152344
3,1.0,0.1,155.0,0.9971721172332764,0.0,0.014937671832740307,0.24593324959278107
3,1.0,0.2,210.0,0.9973498582839966,0.0,0.01752500608563423,0.11712267249822617
3,1.0,0.3,266.0,0.9975079298019409,0.0,0.019850129261612892,-0.00403808755800128
3,1.0,0.4,321.0,0.9976704120635986,0.0,0.021894702687859535,-0.10877342522144318
3,1.0,0.5,377.0,0.9978166222572327,0.0,0.023633310571312904,-0.20197473466396332
3,1.0,0.6,432.0,0.9979602694511414,0.0,0.02523716539144516,-0.29530760645866394
3,1.0,0.7,487.0,0.9981037974357605,0.0,0.026635808870196342,-0.37215015292167664
3,1.0,0.8,543.0,0.9982299208641052,0.0,0.02772212214767933,-0.4549964666366577
3,1.0,0.9,598.0,0.9984074234962463,0.0,0.02892402559518814,-0.5285817980766296
3,1.0,1.0,654.0,1.0,0.0,0.0,1.0
5,0.1,0.1,65.0,0.915743350982666,0.0,1.2288857698440552,-0.36123496294021606
5,0.1,0.2,120.0,0.9368122816085815,0.0,1.374321699142456,-0.4200661778450012
5,0.1,0.3,176.0,0.949513852596283,0.0,1.5332362651824951,-0.46784621477127075
5,0.1,0.4,231.0,0.9559484720230103,0.0,1.718712329864502,-0.5152568221092224
5,0.1,0.5,287.0,0.960264265537262,0.0,1.9540438652038574,-0.5701630115509033
5,0.1,0.6,342.0,0.9631959795951843,0.0,2.262753963470459,-0.6522979736328125
5,0.1,0.7,397.0,0.9649406671524048,0.0,2.6989266872406006,-0.7827499508857727
5,0.1,0.8,453.0,0.9654285311698914,0.0,3.382126569747925,-1.0442957878112793
5,0.1,0.9,508.0,0.9606066942214966,0.0,4.563951015472412,-1.7775394916534424
5,0.1,1.0,564.0,0.8899717926979065,8.563335668397581e-23,7.243475437164307,-16.37929916381836
5,0.2,0.1,75.0,0.9390273094177246,0.0,1.0319193601608276,-0.22844143211841583
5,0.2,0.2,130.0,0.9499359130859375,0.0,1.1718670129776,-0.2984522879123688
5,0.2,0.3,186.0,0.9573075771331787,0.0,1.324246883392334,-0.3553909957408905
5,0.2,0.4,241.0,0.9617947340011597,0.0,1.4996970891952515,-0.40791672468185425
5,0.2,0.5,297.0,0.96539705991745,0.0,1.720180630683899,-0.46359002590179443
5,0.2,0.6,352.0,0.967724621295929,0.0,2.0089666843414307,-0.5410310626029968
5,0.2,0.7,407.0,0.9694603681564331,0.0,2.4182822704315186,-0.658172607421875
5,0.2,0.8,463.0,0.9702571630477905,0.0,3.068784236907959,-0.8886556029319763
5,0.2,0.9,518.0,0.9669640064239502,0.0,4.226102828979492,-1.5330981016159058
5,0.2,1.0,574.0,0.9129553437232971,4.898605087933532e-22,7.027312755584717,-15.892590522766113
5,0.3,0.1,85.0,0.9515888690948486,0.0,0.8882628083229065,-0.14872951805591583
5,0.3,0.2,140.0,0.9584295749664307,0.0,1.0127981901168823,-0.21650055050849915
5,0.3,0.3,196.0,0.9634130001068115,0.0,1.150497317314148,-0.2728714942932129
5,0.3,0.4,251.0,0.9667717218399048,0.0,1.310093641281128,-0.3242393136024475
5,0.3,0.5,307.0,0.9697091579437256,0.0,1.511423945426941,-0.3767199218273163
5,0.3,0.6,362.0,0.9716693758964539,0.0,1.7759864330291748,-0.44649338722229004
5,0.3,0.7,417.0,0.9731951951980591,0.0,2.1546905040740967,-0.5490497946739197
5,0.3,0.8,473.0,0.9740948677062988,0.0,2.767202377319336,-0.7481767535209656
5,0.3,0.9,528.0,0.9718242883682251,0.0,3.8943026065826416,-1.306056022644043
5,0.3,1.0,584.0,0.9326751232147217,9.42219706112203e-22,6.845522880554199,-15.395942687988281
5,0.4,0.1,95.0,0.9596737623214722,0.0,0.7677099704742432,-0.09576420485973358
5,0.4,0.2,150.0,0.9640783071517944,0.0,0.8758364915847778,-0.1590423285961151
5,0.4,0.3,206.0,0.9677888751029968,0.0,0.9968988299369812,-0.21209505200386047
5,0.4,0.4,261.0,0.9704328775405884,0.0,1.1382302045822144,-0.2597067952156067
5,0.4,0.5,317.0,0.9728802442550659,0.0,1.3173890113830566,-0.3065381944179535
5,0.4,0.6,372.0,0.9745624661445618,0.0,1.5551103353500366,-0.36763355135917664
5,0.4,0.7,427.0,0.9760318994522095,0.0,1.8995556831359863,-0.45523348450660706
5,0.4,0.8,483.0,0.977112889289856,0.0,2.4678006172180176,-0.6236547231674194
5,0.4,0.9,538.0,0.9756211638450623,0.0,3.554924964904785,-1.098629117012024
5,0.4,1.0,594.0,0.9454762935638428,1.7597433889104575e-20,6.689532279968262,-15.16976547241211
5,0.5,0.1,105.0,0.9649818539619446,0.0,0.6602190136909485,-0.06193985044956207
5,0.5,0.2,160.0,0.968349277973175,0.0,0.7507861852645874,-0.11835174262523651
5,0.5,0.3,216.0,0.9712008833885193,0.0,0.8537902235984802,-0.16622398793697357
5,0.5,0.4,271.0,0.9733985662460327,0.0,0.9750666618347168,-0.2083713710308075
5,0.5,0.5,327.0,0.9755154252052307,0.0,1.129905104637146,-0.24826233088970184
5,0.5,0.6,382.0,0.9770772457122803,0.0,1.337277889251709,-0.2993033528327942
5,0.5,0.7,437.0,0.9785744547843933,0.0,1.6419659852981567,-0.3707539439201355
5,0.5,0.8,493.0,0.9798223972320557,0.0,2.1564481258392334,-0.5078665018081665
5,0.5,0.9,548.0,0.9791894555091858,0.0,3.1855273246765137,-0.89891517162323
5,0.5,1.0,604.0,0.9599010944366455,1.9869614504268897e-18,6.537043571472168,-14.815577507019043
5,0.6,0.1,115.0,0.9682623147964478,0.0,0.5605451464653015,-0.04376380145549774
5,0.6,0.2,170.0,0.9710491299629211,0.0,0.6343498229980469,-0.09357993304729462
5,0.6,0.3,226.0,0.9734107255935669,0.0,0.7192125916481018,-0.13584540784358978
5,0.6,0.4,281.0,0.9752634167671204,0.0,0.8197969794273376,-0.17188085615634918
5,0.6,0.5,337.0,0.9771926999092102,0.0,0.9488710761070251,-0.20385199785232544
5,0.6,0.6,392.0,0.9786479473114014,0.0,1.1237527132034302,-0.24433313310146332
5,0.6,0.7,447.0,0.9802390933036804,0.0,1.3841875791549683,-0.29882609844207764
5,0.6,0.8,503.0,0.9817203283309937,0.0,1.8352653980255127,-0.4041690528392792
5,0.6,0.9,558.0,0.9819755554199219,0.0,2.7856152057647705,-0.711702287197113
5,0.6,1.0,614.0,0.9695451259613037,5.289930528606449e-17,6.414006233215332,-14.6564302444458
5,0.7,0.1,125.0,0.9696834087371826,0.0,0.4650513529777527,-0.04193894565105438
5,0.7,0.2,180.0,0.9720913767814636,0.0,0.5225650072097778,-0.08530814945697784
5,0.7,0.3,236.0,0.9741576910018921,0.0,0.5890774726867676,-0.12169157713651657
5,0.7,0.4,291.0,0.9758753776550293,0.0,0.6681357026100159,-0.1508471965789795
5,0.7,0.5,347.0,0.9776633977890015,0.0,0.7699643969535828,-0.174120232462883
5,0.7,0.6,402.0,0.979176938533783,0.0,0.9092519879341125,-0.2027949094772339
5,0.7,0.7,457.0,0.9808588624000549,0.0,1.119671106338501,-0.23900729417800903
5,0.7,0.8,513.0,0.9826453328132629,0.0,1.4943969249725342,-0.3112124502658844
5,0.7,0.9,568.0,0.9837493896484375,0.0,2.3328521251678467,-0.5335688591003418
5,0.7,1.0,624.0,0.9788788557052612,6.153977609620054e-14,6.317343235015869,-14.468985557556152
5,0.8,0.1,135.0,0.9709420800209045,0.0,0.3690231442451477,-0.06646294891834259
5,0.8,0.2,190.0,0.9728757739067078,0.0,0.4103972911834717,-0.10522981733083725
5,0.8,0.3,246.0,0.974547266960144,0.0,0.45792344212532043,-0.1366497278213501
5,0.8,0.4,301.0,0.9760386943817139,0.0,0.5138236284255981,-0.15829889476299286
5,0.8,0.5,357.0,0.9776554107666016,0.0,0.5855612754821777,-0.17140842974185944
5,0.8,0.6,412.0,0.9790970683097839,0.0,0.6846376657485962,-0.18680934607982635
5,0.8,0.7,467.0,0.9807819128036499,0.0,0.8362829685211182,-0.20249776542186737
5,0.8,0.8,523.0,0.9828952550888062,0.0,1.1137622594833374,-0.2379845380783081
5,0.8,0.9,578.0,0.9849872589111328,0.0,1.7798817157745361,-0.3708436191082001
5,0.8,1.0,634.0,0.9871469140052795,1.3858592225191035e-11,6.189228057861328,-15.114818572998047
5,0.9,0.1,145.0,0.9741801619529724,0.0,0.27403202652931213,-0.14052024483680725
5,0.9,0.2,200.0,0.9754987359046936,0.0,0.2994998097419739,-0.1783476322889328
5,0.9,0.3,256.0,0.9764657616615295,0.0,0.3278564512729645,-0.20839881896972656
5,0.9,0.4,311.0,0.9772083759307861,0.0,0.3601416349411011,-0.22491633892059326
5,0.9,0.5,367.0,0.9779186844825745,0.0,0.4003966152667999,-0.2286568135023117
5,0.9,0.6,422.0,0.9785305857658386,0.0,0.45589926838874817,-0.23059962689876556
5,0.9,0.7,477.0,0.9795126914978027,0.0,0.5406046509742737,-0.22072024643421173
5,0.9,0.8,533.0,0.9812992811203003,0.0,0.6990792155265808,-0.2109488546848297
5,0.9,0.9,588.0,0.9843039512634277,1.2751816025355835e-42,1.1118067502975464,-0.23754215240478516
5,0.9,1.0,644.0,0.993561863899231,1.407402550057668e-07,6.142270565032959,-17.923067092895508
5,1.0,0.1,155.0,0.9903717041015625,0.0,0.1776895374059677,-0.42648011445999146
5,1.0,0.2,210.0,0.9925668239593506,0.0,0.18670496344566345,-0.4963887929916382
5,1.0,0.3,266.0,0.994321346282959,0.0,0.1946832686662674,-0.5667685270309448
5,1.0,0.4,321.0,0.995780348777771,0.0,0.20154167711734772,-0.6245261430740356
5,1.0,0.5,377.0,0.9969633221626282,0.0,0.20661988854408264,-0.6720275282859802
5,1.0,0.6,432.0,0.9978992342948914,0.0,0.2120087742805481,-0.7306016683578491
5,1.0,0.7,487.0,0.9986439347267151,0.0,0.21629184484481812,-0.7721564769744873
5,1.0,0.8,543.0,0.9992101192474365,0.0,0.2188580185174942,-0.8267895579338074
5,1.0,0.9,598.0,0.9995908141136169,0.0,0.222864031791687,-0.8714878559112549
5,1.0,1.0,654.0,1.0,0.0,0.0,1.0
7,0.1,0.1,65.0,0.9408615231513977,0.0,4.461112976074219,-0.4988827109336853
7,0.1,0.2,120.0,0.9595595002174377,0.0,4.801575183868408,-0.5117171406745911
7,0.1,0.3,176.0,0.9681211709976196,0.0,5.230993747711182,-0.5332823395729065
7,0.1,0.4,231.0,0.9716421365737915,0.0,5.759416103363037,-0.561622679233551
7,0.1,0.5,287.0,0.9735740423202515,0.0,6.443485260009766,-0.5988091826438904
7,0.1,0.6,342.0,0.97481369972229,0.0,7.35719108581543,-0.6653643846511841
7,0.1,0.7,397.0,0.9752066731452942,0.0,8.656694412231445,-0.7765190005302429
7,0.1,0.8,453.0,0.9746758937835693,0.0,10.697331428527832,-1.0073715448379517
7,0.1,0.9,508.0,0.969865083694458,0.0,14.243538856506348,-1.6554068326950073
7,0.1,1.0,564.0,0.8983508944511414,3.1992013269995085e-27,22.28958511352539,-10.967965126037598
7,0.2,0.1,75.0,0.9560742974281311,0.0,3.906480073928833,-0.4034246802330017
7,0.2,0.2,130.0,0.9685466885566711,0.0,4.242570400238037,-0.42587539553642273
7,0.2,0.3,186.0,0.9747340679168701,0.0,4.655028820037842,-0.45304879546165466
7,0.2,0.4,241.0,0.9775580763816833,0.0,5.155299663543701,-0.4836205244064331
7,0.2,0.5,297.0,0.9793978929519653,0.0,5.796916961669922,-0.5191918611526489
7,0.2,0.6,352.0,0.9802687168121338,0.0,6.655192852020264,-0.5798596143722534
7,0.2,0.7,407.0,0.9807823300361633,0.0,7.880374908447266,-0.6776673793792725
7,0.2,0.8,463.0,0.9806550741195679,0.0,9.834927558898926,-0.8806398510932922
7,0.2,0.9,518.0,0.9774808287620544,0.0,13.330025672912598,-1.455828070640564
7,0.2,1.0,574.0,0.921352207660675,1.9678078581360577e-25,21.799074172973633,-10.7278413772583
7,0.3,0.1,85.0,0.966093122959137,0.0,3.4806246757507324,-0.34917813539505005
7,0.3,0.2,140.0,0.9749807715415955,0.0,3.785738945007324,-0.3707096576690674
7,0.3,0.3,196.0,0.979820728302002,0.0,4.16001033782959,-0.39591166377067566
7,0.3,0.4,251.0,0.9822037220001221,0.0,4.61655330657959,-0.42366278171539307
7,0.3,0.5,307.0,0.9838395118713379,0.0,5.2046637535095215,-0.45453259348869324
