name,predict_total_effect,predict_slice_effect,ep_r,total_infections,total_test_num,total_quara_num,total_control_cost,score,score_avg,avg_zone_score
Certain,19.14836883544922,0.1474495679140091,-24.682504653930664,713.4112548828125,1568149.5,683.6674194335938,20285.537109375,3.287696599960327,3.2876954078674316,911.5870971679688
Uncertain,150.81092834472656,0.13489146530628204,-381.552490234375,9872.7412109375,14213914.0,8745.57421875,186419.5,2157746.5,486.09796142578125,1723431387136.0
ode_formula,19.31259536743164,0.22862592339515686,-26.595325469970703,563.6566772460938,4275210.5,533.5910034179688,53973.71484375,6.077605724334717,6.050223350524902,915.3638916015625
idw,29.12444305419922,0.25961270928382874,-30.797040939331055,689.8640747070312,6854766.5,639.25830078125,86323.8359375,13.593994140625,13.246814727783203,952.4503784179688
gnn_gru_ordinary,23.442296981811523,0.07288467884063721,-47.66611099243164,1482.3363037109375,5986183.5,1320.2896728515625,76147.578125,11.409700393676758,11.12899112701416,970.3233642578125
gnn_gru_agent,16.28700828552246,0.027175750583410263,-26.471668243408203,579.6547241210938,4011748.0,542.2447509765625,50689.09375,5.654947280883789,5.644739627838135,918.9769897460938
gnn_gru_random,24.244997024536133,0.11221229285001755,-25.67962074279785,545.8438720703125,4902521.5,519.3756103515625,61800.89453125,7.237698554992676,7.206016540527344,910.6181640625
gnn_gru_with_action,14.709345817565918,0.019487909972667694,-25.452783584594727,546.8356323242188,4514140.0,519.8366088867188,56946.58984375,6.452536106109619,6.45083475112915,910.8773803710938
rl_train_in_imperfect_obs,121.70884704589844,0.16600199043750763,-262.8240051269531,7694.06640625,15050056.0,6748.13427734375,194873.828125,3340.533203125,342.0413513183594,1067814.0
gnn_gru_e2e,10.312244415283203,0.04167724773287773,-25.125152587890625,587.7919921875,4007416.5,523.6251220703125,50616.328125,5.7002339363098145,5.642399787902832,892.2937622070312
